InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
547466,22197,POPCORN HOLDER,2,10/1/2025 10:07,0.85,15339,Germany
577083,23203,JUMBO BAG VINTAGE DOILY,3,3/19/2025 15:12,2.05,13308,United Kingdom
568967,22383,LUNCH BAG SUKI DESIGN,23,9/8/2025 2:55,1.65,15978,Australia
545487,POST,POSTAGE,12,9/30/2025 7:33,18,14173,United Kingdom
548941,20725,LUNCH BAG RED RETROSPOT,20,2/25/2025 15:04,1.65,13959,United Kingdom
563881,85099B,JUMBO BAG RED RETROSPOT,5,10/7/2025 13:36,2.05,13986,United Kingdom
558798,71053,WHITE METAL LANTERN,37,12/20/2025 2:29,3.39,14562,United Kingdom
537454,21212,PACK OF 72 RETROSPOT CAKE CASES,116,5/8/2025 4:05,0.55,16658,France
573711,23084,RABBIT NIGHT LIGHT,30,11/5/2025 19:45,2.08,12723,United Kingdom
545492,84406B,CREAM CUPID HEARTS COAT HANGER,9,6/3/2025 3:02,2.75,16560,Germany
546852,84406B,CREAM CUPID HEARTS COAT HANGER,34,5/13/2025 0:53,2.75,16631,United Kingdom
536520,POST,POSTAGE,44,4/6/2025 5:26,18,12715,United Kingdom
538323,47566,PARTY BUNTING,35,10/9/2025 10:10,4.65,18243,United Kingdom
547058,22197,POPCORN HOLDER,22,4/10/2025 19:51,0.85,14542,United Kingdom
575477,84879,ASSORTED COLOUR BIRD ORNAMENT,44,7/27/2025 10:43,1.69,16093,United Kingdom
574912,20725,LUNCH BAG RED RETROSPOT,24,8/13/2025 0:10,1.65,12997,United Kingdom
565160,21212,PACK OF 72 RETROSPOT CAKE CASES,17,7/25/2025 13:37,0.55,17953,United Kingdom
557812,22197,POPCORN HOLDER,10,3/21/2025 21:57,0.85,13115,United Kingdom
572963,47566,PARTY BUNTING,30,5/17/2025 23:20,4.65,14767,United Kingdom
578179,85123A,WHITE HANGING HEART T-LIGHT HOLDER,46,4/25/2025 22:18,2.55,13126,United Kingdom
561580,22197,POPCORN HOLDER,425,11/13/2025 23:17,0.85,14062,United Kingdom
546159,23084,RABBIT NIGHT LIGHT,32,1/4/2025 13:03,2.08,16329,United Kingdom
569574,21212,PACK OF 72 RETROSPOT CAKE CASES,17,9/10/2025 14:22,0.55,13657,United Kingdom
558789,23203,JUMBO BAG VINTAGE DOILY,17,6/21/2025 6:29,2.05,15705,United Kingdom
573761,20725,LUNCH BAG RED RETROSPOT,14,9/19/2025 0:43,1.65,17691,United Kingdom
542735,47566,PARTY BUNTING,9,2/11/2025 1:14,4.65,12868,United Kingdom
545893,85123A,WHITE HANGING HEART T-LIGHT HOLDER,40,7/4/2025 18:52,2.55,12867,United Kingdom
564641,85099B,JUMBO BAG RED RETROSPOT,2,3/24/2025 11:04,2.05,17224,Eire
580698,22752,SET 7 BABUSHKA NESTING BOXES,45,1/28/2025 13:39,8.5,14666,United Kingdom
544544,47566,PARTY BUNTING,25,6/24/2025 5:00,4.65,13281,United Kingdom
553208,22752,SET 7 BABUSHKA NESTING BOXES,39,4/20/2025 14:16,8.5,14576,United Kingdom
560317,21212,PACK OF 72 RETROSPOT CAKE CASES,9,3/17/2025 12:25,0.55,16386,United Kingdom
569525,84406B,CREAM CUPID HEARTS COAT HANGER,22,12/12/2025 10:19,2.75,18130,United Kingdom
581263,47566,PARTY BUNTING,43,10/6/2025 19:30,4.65,16929,United Kingdom
565881,85099B,JUMBO BAG RED RETROSPOT,46,6/6/2025 3:40,2.05,17287,Spain
546814,71053,WHITE METAL LANTERN,4,1/6/2025 20:32,3.39,16043,United Kingdom
557490,POST,POSTAGE,26,3/3/2025 16:40,18,15183,United Kingdom
543783,22752,SET 7 BABUSHKA NESTING BOXES,29,9/1/2025 5:11,8.5,16429,United Kingdom
559111,POST,POSTAGE,45,11/28/2025 15:21,18,14807,United Kingdom
538819,23084,RABBIT NIGHT LIGHT,34,10/15/2025 10:34,2.08,18190,United Kingdom
554126,71053,WHITE METAL LANTERN,23,5/14/2025 15:03,3.39,15589,United Kingdom
551588,POST,POSTAGE,37,3/20/2025 12:00,18,15705,United Kingdom
543066,22423,REGENCY CAKESTAND 3 TIER,11,5/4/2025 13:09,12.75,13031,Switzerland
538962,22423,REGENCY CAKESTAND 3 TIER,6,10/28/2025 7:47,12.75,14506,United Kingdom
536506,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2/3/2025 5:14,2.55,16334,United Kingdom
539024,20725,LUNCH BAG RED RETROSPOT,21,11/11/2025 9:01,1.65,16412,United Kingdom
557345,84406B,CREAM CUPID HEARTS COAT HANGER,42,1/25/2025 21:54,2.75,13913,United Kingdom
545396,21212,PACK OF 72 RETROSPOT CAKE CASES,36,7/25/2025 0:43,0.55,17687,United Kingdom
551402,47566,PARTY BUNTING,41,10/23/2025 14:33,4.65,12384,United Kingdom
574794,84879,ASSORTED COLOUR BIRD ORNAMENT,38,10/25/2025 6:43,1.69,14890,Germany
542507,23084,RABBIT NIGHT LIGHT,34,9/4/2025 16:03,2.08,17221,United Kingdom
548474,22752,SET 7 BABUSHKA NESTING BOXES,17,5/20/2025 3:55,8.5,13602,United Kingdom
558375,21212,PACK OF 72 RETROSPOT CAKE CASES,159,4/15/2025 9:25,0.55,15336,Eire
545152,71053,WHITE METAL LANTERN,25,12/2/2025 8:03,3.39,14542,United Kingdom
579229,22383,LUNCH BAG SUKI DESIGN,38,12/11/2025 9:28,1.65,15814,United Kingdom
544837,22423,REGENCY CAKESTAND 3 TIER,12,9/23/2025 2:41,12.75,15054,United Kingdom
559748,22383,LUNCH BAG SUKI DESIGN,23,7/16/2025 15:04,1.65,12647,Australia
540614,85099B,JUMBO BAG RED RETROSPOT,42,9/10/2025 3:18,2.05,12992,United Kingdom
570883,23084,RABBIT NIGHT LIGHT,22,3/26/2025 21:37,2.08,17104,United Kingdom
554716,84879,ASSORTED COLOUR BIRD ORNAMENT,21,9/13/2025 5:20,1.69,14105,United Kingdom
540453,47566,PARTY BUNTING,27,12/1/2025 14:15,4.65,16697,United Kingdom
551647,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,10/18/2025 23:35,2.55,12943,United Kingdom
555695,84879,ASSORTED COLOUR BIRD ORNAMENT,6,4/23/2025 19:04,1.69,13007,United Kingdom
578774,23084,RABBIT NIGHT LIGHT,27,11/23/2025 18:24,2.08,16676,United Kingdom
558143,84879,ASSORTED COLOUR BIRD ORNAMENT,40,3/17/2025 15:27,1.69,13714,United Kingdom
560629,23084,RABBIT NIGHT LIGHT,34,4/21/2025 22:28,2.08,14927,United Kingdom
541440,23084,RABBIT NIGHT LIGHT,12,10/31/2025 12:10,2.08,16214,United Kingdom
546777,22197,POPCORN HOLDER,45,3/1/2025 14:55,0.85,15883,United Kingdom
564730,22752,SET 7 BABUSHKA NESTING BOXES,7,5/27/2025 0:43,8.5,17211,United Kingdom
543595,23203,JUMBO BAG VINTAGE DOILY,10,6/6/2025 6:53,2.05,16654,United Kingdom
547367,22383,LUNCH BAG SUKI DESIGN,45,3/12/2025 11:56,1.65,16904,United Kingdom
550312,23203,JUMBO BAG VINTAGE DOILY,17,11/12/2025 0:32,2.05,12628,United Kingdom
550051,23203,JUMBO BAG VINTAGE DOILY,26,7/7/2025 13:19,2.05,16024,Australia
565669,23203,JUMBO BAG VINTAGE DOILY,21,7/20/2025 22:01,2.05,13832,United Kingdom
549439,POST,POSTAGE,28,10/11/2025 20:06,18,16428,United Kingdom
540858,22423,REGENCY CAKESTAND 3 TIER,46,8/3/2025 16:05,12.75,17872,United Kingdom
570593,22197,POPCORN HOLDER,377,6/21/2025 13:37,0.85,16529,United Kingdom
550505,47566,PARTY BUNTING,43,6/21/2025 4:57,4.65,17509,United Kingdom
568020,22197,POPCORN HOLDER,451,8/6/2025 8:41,0.85,12806,United Kingdom
579837,84406B,CREAM CUPID HEARTS COAT HANGER,36,5/5/2025 17:26,2.75,14671,United Kingdom
543181,84406B,CREAM CUPID HEARTS COAT HANGER,26,4/7/2025 0:40,2.75,16100,United Kingdom
548004,POST,POSTAGE,29,6/5/2025 17:14,18,14814,Switzerland
565857,22423,REGENCY CAKESTAND 3 TIER,21,11/5/2025 22:20,12.75,14070,United Kingdom
547605,84879,ASSORTED COLOUR BIRD ORNAMENT,11,11/13/2025 0:24,1.69,13722,United Kingdom
569063,22752,SET 7 BABUSHKA NESTING BOXES,40,3/12/2025 21:44,8.5,15089,United Kingdom
563322,22423,REGENCY CAKESTAND 3 TIER,11,11/23/2025 2:01,12.75,12860,United Kingdom
569173,POST,POSTAGE,36,4/21/2025 2:47,18,13048,United Kingdom
542192,23084,RABBIT NIGHT LIGHT,49,11/22/2025 9:07,2.08,13999,United Kingdom
569127,71053,WHITE METAL LANTERN,39,2/4/2025 7:08,3.39,14412,Portugal
544624,22752,SET 7 BABUSHKA NESTING BOXES,40,5/10/2025 18:56,8.5,12368,United Kingdom
551214,20725,LUNCH BAG RED RETROSPOT,35,6/3/2025 3:29,1.65,14806,United Kingdom
552597,22383,LUNCH BAG SUKI DESIGN,34,12/30/2025 8:09,1.65,17495,Australia
576937,22752,SET 7 BABUSHKA NESTING BOXES,47,11/11/2025 13:42,8.5,18272,United Kingdom
560538,POST,POSTAGE,24,10/29/2025 11:55,18,13650,United Kingdom
541739,23084,RABBIT NIGHT LIGHT,22,6/10/2025 10:55,2.08,15646,United Kingdom
557539,23084,RABBIT NIGHT LIGHT,5,3/31/2025 15:50,2.08,17576,France
559932,85123A,WHITE HANGING HEART T-LIGHT HOLDER,33,4/25/2025 1:29,2.55,12707,Eire
571657,23203,JUMBO BAG VINTAGE DOILY,36,12/30/2025 15:33,2.05,16073,Germany
545642,22423,REGENCY CAKESTAND 3 TIER,47,10/8/2025 3:52,12.75,13630,United Kingdom
567965,23084,RABBIT NIGHT LIGHT,20,1/25/2025 19:10,2.08,12860,Germany
546250,84406B,CREAM CUPID HEARTS COAT HANGER,19,5/14/2025 0:49,2.75,12794,Belgium
537143,23203,JUMBO BAG VINTAGE DOILY,35,6/13/2025 20:16,2.05,17948,United Kingdom
565530,47566,PARTY BUNTING,43,11/21/2025 10:47,4.65,17689,Switzerland
537857,71053,WHITE METAL LANTERN,17,8/30/2025 12:16,3.39,14201,France
566827,POST,POSTAGE,45,12/3/2025 15:34,18,17315,United Kingdom
549980,22383,LUNCH BAG SUKI DESIGN,43,11/20/2025 17:38,1.65,15908,United Kingdom
581265,22423,REGENCY CAKESTAND 3 TIER,34,10/31/2025 5:08,12.75,14866,United Kingdom
579311,21212,PACK OF 72 RETROSPOT CAKE CASES,423,11/22/2025 21:34,0.55,15427,United Kingdom
544216,84406B,CREAM CUPID HEARTS COAT HANGER,26,6/19/2025 17:41,2.75,13774,United Kingdom
552653,85099B,JUMBO BAG RED RETROSPOT,2,7/5/2025 22:02,2.05,16313,United Kingdom
543521,20725,LUNCH BAG RED RETROSPOT,9,10/12/2025 16:47,1.65,18196,Eire
538409,84879,ASSORTED COLOUR BIRD ORNAMENT,9,1/23/2025 7:39,1.69,13268,Australia
543733,23084,RABBIT NIGHT LIGHT,40,5/5/2025 11:06,2.08,15483,Germany
556265,21212,PACK OF 72 RETROSPOT CAKE CASES,17,2/19/2025 12:28,0.55,14505,United Kingdom
566965,23084,RABBIT NIGHT LIGHT,1,2/3/2025 2:57,2.08,17478,United Kingdom
561999,22752,SET 7 BABUSHKA NESTING BOXES,25,6/17/2025 19:40,8.5,17858,United Kingdom
545533,84406B,CREAM CUPID HEARTS COAT HANGER,43,6/11/2025 0:57,2.75,14893,United Kingdom
557326,22752,SET 7 BABUSHKA NESTING BOXES,40,12/14/2025 19:12,8.5,15325,Germany
580461,85123A,WHITE HANGING HEART T-LIGHT HOLDER,42,10/23/2025 16:53,2.55,14627,Belgium
560217,22752,SET 7 BABUSHKA NESTING BOXES,25,7/31/2025 6:20,8.5,14995,United Kingdom
569475,85123A,WHITE HANGING HEART T-LIGHT HOLDER,39,9/14/2025 22:13,2.55,12659,Netherlands
568539,20725,LUNCH BAG RED RETROSPOT,35,2/20/2025 23:43,1.65,14959,Spain
570580,POST,POSTAGE,3,3/13/2025 12:14,18,15429,United Kingdom
563320,85123A,WHITE HANGING HEART T-LIGHT HOLDER,37,6/24/2025 3:25,2.55,14602,Eire
542946,21212,PACK OF 72 RETROSPOT CAKE CASES,493,1/23/2025 22:17,0.55,13383,United Kingdom
580984,23203,JUMBO BAG VINTAGE DOILY,44,6/12/2025 0:34,2.05,18098,United Kingdom
542682,23084,RABBIT NIGHT LIGHT,30,4/9/2025 16:53,2.08,15835,United Kingdom
579221,84879,ASSORTED COLOUR BIRD ORNAMENT,38,7/28/2025 15:38,1.69,14980,United Kingdom
563014,23203,JUMBO BAG VINTAGE DOILY,34,10/19/2025 0:34,2.05,16329,United Kingdom
559497,22383,LUNCH BAG SUKI DESIGN,12,7/12/2025 6:06,1.65,14124,United Kingdom
553154,POST,POSTAGE,19,1/23/2025 8:08,18,17456,United Kingdom
550932,22752,SET 7 BABUSHKA NESTING BOXES,37,12/2/2025 18:15,8.5,17535,United Kingdom
551233,85099B,JUMBO BAG RED RETROSPOT,44,6/1/2025 20:01,2.05,16241,United Kingdom
560735,22383,LUNCH BAG SUKI DESIGN,49,11/13/2025 9:42,1.65,13470,United Kingdom
578898,84406B,CREAM CUPID HEARTS COAT HANGER,17,9/23/2025 7:42,2.75,13043,United Kingdom
566848,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,5/25/2025 4:33,2.55,14525,United Kingdom
548831,23084,RABBIT NIGHT LIGHT,49,5/28/2025 12:00,2.08,13750,United Kingdom
565168,71053,WHITE METAL LANTERN,47,2/26/2025 10:24,3.39,17597,United Kingdom
554595,22423,REGENCY CAKESTAND 3 TIER,12,10/5/2025 18:28,12.75,13389,United Kingdom
554227,21212,PACK OF 72 RETROSPOT CAKE CASES,16,11/11/2025 3:42,0.55,14275,United Kingdom
579720,84879,ASSORTED COLOUR BIRD ORNAMENT,24,3/12/2025 18:02,1.69,13359,Germany
567624,22197,POPCORN HOLDER,19,1/10/2025 2:24,0.85,12572,United Kingdom
569904,21212,PACK OF 72 RETROSPOT CAKE CASES,8,5/22/2025 6:37,0.55,14174,United Kingdom
558274,20725,LUNCH BAG RED RETROSPOT,31,6/10/2025 2:10,1.65,17934,Portugal
567160,71053,WHITE METAL LANTERN,21,10/31/2025 0:43,3.39,17263,Eire
